Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop,wa,ba,ia,aa,na,tom
Id,Year,Id,Sex,Id,Hispanic Origin,Id,Id2,Geography,Total,Race Alone - White,Race Alone - Black or African American,Race Alone - American Indian and Alaska Native,Race Alone - Asian,Race Alone - Native Hawaiian and Other Pacific Islander,Two or More Races
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0100000US,,United States,24858794,21936806,1191984,702309,249346,85203,693146
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0100000US,,United States,132105418,100301335,19853611,1147502,7691693,246518,2864759
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0100000US,,United States,156964212,122238141,21045595,1849811,7941039,331721,3557905
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0100000US,,United States,25618800,22681299,1136129,773939,248654,92206,686573
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0100000US,,United States,126162526,97017621,18068911,1115756,6969823,250698,2739717
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0100000US,,United States,151781326,119698920,19205040,1889695,7218477,342904,3426290
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50477594,44618105,2328113,1476248,498000,177409,1379719
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258267944,197318956,37922522,2263258,14661516,497216,5604476
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0100000US,,United States,308745538,241937061,40250635,3739506,15159516,674625,6984195
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0100000US,,United States,24859010,21936988,1192006,702315,249346,85203,693152
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0100000US,,United States,132110318,100305067,19854674,1147525,7691732,246524,2864796
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0100000US,,United States,156969328,122242055,21046680,1849840,7941078,331727,3557948
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0100000US,,United States,25619601,22682009,1136190,773950,248658,92208,686586
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0100000US,,United States,126169176,97021367,18071580,1115817,6969907,250709,2739796
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0100000US,,United States,151788777,119703376,19207770,1889767,7218565,342917,3426382
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50478611,44618997,2328196,1476265,498004,177411,1379738
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258279494,197326434,37926254,2263342,14661639,497233,5604592
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0100000US,,United States,308758105,241945431,40254450,3739607,15159643,674644,6984330
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0100000US,,United States,25003115,22061963,1199330,705967,250721,85652,699482
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0100000US,,United States,132252313,100324287,19897951,1150322,7746191,247781,2885781
est72010,"July 1, 2010",female,Female,tothisp,Total,0100000US,,United States,157255428,122386250,21097281,1856289,7996912,333433,3585263
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0100000US,,United States,25749686,22792696,1143582,777707,250038,92677,692986
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0100000US,,United States,126333307,97064960,18116746,1118362,7019728,252051,2761460
est72010,"July 1, 2010",male,Male,tothisp,Total,0100000US,,United States,152082993,119857656,19260328,1896069,7269766,344728,3454446
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,50752801,44854659,2342912,1483674,500759,178329,1392468
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,258585620,197389247,38014697,2268684,14765919,499832,5647241
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0100000US,,United States,309338421,242243906,40357609,3752358,15266678,678161,7039709
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0100000US,,United States,25610583,22586379,1232828,721006,256671,87608,726091
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0100000US,,United States,132791487,100329071,20083953,1160934,7992191,252972,2972366
est72011,"July 1, 2011",female,Female,tothisp,Total,0100000US,,United States,158402070,122915450,21316781,1881940,8248862,340580,3698457
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0100000US,,United States,26302053,23262877,1177328,791907,255812,94723,719406
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0100000US,,United States,126940157,97157636,18305384,1128257,7239870,257348,2851662
est72011,"July 1, 2011",male,Male,tothisp,Total,0100000US,,United States,153242210,120420513,19482712,1920164,7495682,352071,3571068
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,51912636,45849256,2410156,1512913,512483,182331,1445497
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,259731644,197486707,38389337,2289191,15232061,510320,5824028
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0100000US,,United States,311644280,243335963,40799493,3802104,15744544,692651,7269525
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0100000US,,United States,26187073,23078769,1267222,736395,262799,89660,752228
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0100000US,,United States,133353851,100346333,20272966,1171708,8244002,258525,3060317
est72012,"July 1, 2012",female,Female,tothisp,Total,0100000US,,United States,159540924,123425102,21540188,1908103,8506801,348185,3812545
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0100000US,,United States,26842060,23717046,1212970,807246,261873,96940,745985
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0100000US,,United States,127610288,97295302,18500258,1138876,7470183,262483,2943186
est72012,"July 1, 2012",male,Male,tothisp,Total,0100000US,,United States,154452348,121012348,19713228,1946122,7732056,359423,3689171
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,53029133,46795815,2480192,1543641,524672,186600,1498213
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,260964139,197641635,38773224,2310584,15714185,521008,6003503
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0100000US,,United States,313993272,244437450,41253416,3854225,16238857,707608,7501716
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0100000US,,United States,26760090,23566581,1302378,751381,269202,91745,778803
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0100000US,,United States,133877595,100324270,20457415,1181967,8500628,264169,3149146
est72013,"July 1, 2013",female,Female,tothisp,Total,0100000US,,United States,160637685,123890851,21759793,1933348,8769830,355914,3927949
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0100000US,,United States,27383160,24171799,1248933,822108,267945,99013,773362
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0100000US,,United States,128213660,97368373,18686087,1148932,7705344,268663,3036261
est72013,"July 1, 2013",male,Male,tothisp,Total,0100000US,,United States,155596820,121540172,19935020,1971040,7973289,367676,3809623
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,54143250,47738380,2551311,1573489,537147,190758,1552165
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,262091255,197692643,39143502,2330899,16205972,532832,6185407
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0100000US,,United States,316234505,245431023,41694813,3904388,16743119,723590,7737572
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0100000US,,United States,27343423,24061901,1338454,767139,275705,93850,806374
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0100000US,,United States,134471683,100344160,20647299,1192243,8778252,269620,3240109
est72014,"July 1, 2014",female,Female,tothisp,Total,0100000US,,United States,161815106,124406061,21985753,1959382,9053957,363470,4046483
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0100000US,,United States,27949847,24649963,1285503,837452,274110,101134,801685
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0100000US,,United States,128857572,97458367,18875676,1158593,7959718,273770,3131448
est72014,"July 1, 2014",male,Male,tothisp,Total,0100000US,,United States,156807419,122108330,20161179,1996045,8233828,374904,3933133
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,55293270,48711864,2623957,1604591,549815,194984,1608059
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,263329255,197802527,39522975,2350836,16737970,543390,6371557
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0100000US,,United States,318622525,246514391,42146932,3955427,17287785,738374,7979616
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0100000US,,United States,27949142,24576983,1375471,783282,282551,96099,834756
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0100000US,,United States,135042544,100323941,20840455,1201730,9068904,275374,3332140
est72015,"July 1, 2015",female,Female,tothisp,Total,0100000US,,United States,162991686,124900924,22215926,1985012,9351455,371473,4166896
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0100000US,,United States,28555784,25163924,1323240,853409,280627,103422,831162
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0100000US,,United States,129492369,97520133,19068741,1167590,8227833,279416,3228656
est72015,"July 1, 2015",male,Male,tothisp,Total,0100000US,,United States,158048153,122684057,20391981,2020999,8508460,382838,4059818
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,56504926,49740907,2698711,1636691,563178,199521,1665918
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,264534913,197844074,39909196,2369320,17296737,554790,6560796
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0100000US,,United States,321039839,247584981,42607907,4006011,17859915,754311,8226714
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0100000US,,United States,28562447,25098953,1412512,799595,289553,98392,863442
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0100000US,,United States,135599671,100293737,21031602,1210881,9358497,281094,3423860
est72016,"July 1, 2016",female,Female,tothisp,Total,0100000US,,United States,164162118,125392690,22444114,2010476,9648050,379486,4287302
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0100000US,,United States,29170284,25685751,1360851,869559,287374,105787,860962
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0100000US,,United States,130073533,97540862,19253838,1175752,8492953,284759,3325369
est72016,"July 1, 2016",male,Male,tothisp,Total,0100000US,,United States,159243817,123226613,20614689,2045311,8780327,390546,4186331
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,57732731,50784704,2773363,1669154,576927,204179,1724404
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,265673204,197834599,40285440,2386633,17851450,565853,6749229
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0100000US,,United States,323405935,248619303,43058803,4055787,18428377,770032,8473633
est72017,"July 1, 2017",female,Female,hisp,Hispanic,0100000US,,United States,29167532,25613557,1449336,815535,296441,100642,892021
est72017,"July 1, 2017",female,Female,nhisp,Not Hispanic,0100000US,,United States,136143527,100258962,21217354,1219702,9644662,286806,3516041
est72017,"July 1, 2017",female,Female,tothisp,Total,0100000US,,United States,165311059,125872519,22666690,2035237,9941103,387448,4408062
est72017,"July 1, 2017",male,Male,hisp,Hispanic,0100000US,,United States,29779197,26202853,1398173,885468,293972,108056,890675
est72017,"July 1, 2017",male,Male,nhisp,Not Hispanic,0100000US,,United States,130628922,97544121,19435011,1183590,8753984,289967,3422249
est72017,"July 1, 2017",male,Male,tothisp,Total,0100000US,,United States,160408119,123746974,20833184,2069058,9047956,398023,4312924
est72017,"July 1, 2017",totsex,Both Sexes,hisp,Hispanic,0100000US,,United States,58946729,51816410,2847509,1701003,590413,208698,1782696
est72017,"July 1, 2017",totsex,Both Sexes,nhisp,Not Hispanic,0100000US,,United States,266772449,197803083,40652365,2403292,18398646,576773,6938290
est72017,"July 1, 2017",totsex,Both Sexes,tothisp,Total,0100000US,,United States,325719178,249619493,43499874,4104295,18989059,785471,8720986
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US01,01,Alabama,81819,68103,6076,2881,720,1269,2770
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2377729,1638923,666284,13229,28279,970,30044
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US01,01,Alabama,2459548,1707026,672360,16110,28999,2239,32814
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US01,01,Alabama,103783,86809,6897,3983,945,1916,3233
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2216405,1569042,579967,12810,25296,1053,28237
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US01,01,Alabama,2320188,1655851,586864,16793,26241,2969,31470
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,185602,154912,12973,6864,1665,3185,6003
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4594134,3207965,1246251,26039,53575,2023,58281
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4779736,3362877,1259224,32903,55240,5208,64284
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US01,01,Alabama,81820,68104,6076,2881,720,1269,2770
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2377833,1639004,666307,13229,28279,970,30044
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US01,01,Alabama,2459653,1707108,672383,16110,28999,2239,32814
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US01,01,Alabama,103788,86812,6899,3983,945,1916,3233
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2216694,1569177,580121,12810,25296,1053,28237
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US01,01,Alabama,2320482,1655989,587020,16793,26241,2969,31470
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,185608,154916,12975,6864,1665,3185,6003
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4594527,3208181,1246428,26039,53575,2023,58281
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4780135,3363097,1259403,32903,55240,5208,64284
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US01,01,Alabama,82494,68822,6087,2827,706,1257,2795
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2379995,1639720,667195,13270,28532,978,30300
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US01,01,Alabama,2462489,1708542,673282,16097,29238,2235,33095
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US01,01,Alabama,103915,87049,6870,3921,928,1887,3260
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2219175,1570082,581122,12870,25535,1044,28522
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US01,01,Alabama,2323090,1657131,587992,16791,26463,2931,31782
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,186409,155871,12957,6748,1634,3144,6055
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4599170,3209802,1248317,26140,54067,2022,58822
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4785579,3365673,1261274,32888,55701,5166,64877
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US01,01,Alabama,85266,71545,6184,2800,692,1222,2823
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2385298,1639241,670487,13316,29735,980,31539
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US01,01,Alabama,2470564,1710786,676671,16116,30427,2202,34362
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US01,01,Alabama,104502,87776,6949,3776,900,1770,3331
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2223583,1570196,583357,12906,26246,1064,29814
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US01,01,Alabama,2328085,1657972,590306,16682,27146,2834,33145
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,189768,159321,13133,6576,1592,2992,6154
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4608881,3209437,1253844,26222,55981,2044,61353
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4798649,3368758,1266977,32798,57573,5036,67507
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US01,01,Alabama,86682,72841,6372,2787,634,1151,2897
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2392212,1639401,674477,13398,31131,1044,32761
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US01,01,Alabama,2478894,1712242,680849,16185,31765,2195,35658
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US01,01,Alabama,104286,87558,7168,3713,792,1675,3380
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2230766,1570590,587462,12951,27413,1113,31237
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US01,01,Alabama,2335052,1658148,594630,16664,28205,2788,34617
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,190968,160399,13540,6500,1426,2826,6277
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4622978,3209991,1261939,26349,58544,2157,63998
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4813946,3370390,1275479,32849,59970,4983,70275
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US01,01,Alabama,88574,74503,6530,2760,636,1108,3037
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2397761,1638534,678419,13495,32246,1103,33964
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US01,01,Alabama,2486335,1713037,684949,16255,32882,2211,37001
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US01,01,Alabama,104528,87825,7283,3569,799,1563,3489
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2236797,1570147,592017,13045,28218,1133,32237
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US01,01,Alabama,2341325,1657972,599300,16614,29017,2696,35726
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,193102,162328,13813,6329,1435,2671,6526
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4634558,3208681,1270436,26540,60464,2236,66201
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4827660,3371009,1284249,32869,61899,4907,72727
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0400000US01,01,Alabama,90523,76275,6666,2730,667,1106,3079
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2403127,1638012,681843,13617,33420,1141,35094
est72014,"July 1, 2014",female,Female,tothisp,Total,0400000US01,01,Alabama,2493650,1714287,688509,16347,34087,2247,38173
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0400000US01,01,Alabama,105502,88757,7390,3550,797,1532,3476
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2240885,1569367,594778,13178,29130,1136,33296
est72014,"July 1, 2014",male,Male,tothisp,Total,0400000US01,01,Alabama,2346387,1658124,602168,16728,29927,2668,36772
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,196025,165032,14056,6280,1464,2638,6555
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4644012,3207379,1276621,26795,62550,2277,68390
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4840037,3372411,1290677,33075,64014,4915,74945
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0400000US01,01,Alabama,92899,78186,6893,2766,750,1099,3205
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2406918,1636061,685131,13691,34598,1212,36225
est72015,"July 1, 2015",female,Female,tothisp,Total,0400000US01,01,Alabama,2499817,1714247,692024,16457,35348,2311,39430
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0400000US01,01,Alabama,107414,90384,7592,3584,861,1483,3510
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2243627,1566811,597792,13285,30191,1154,34394
est72015,"July 1, 2015",male,Male,tothisp,Total,0400000US01,01,Alabama,2351041,1657195,605384,16869,31052,2637,37904
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,200313,168570,14485,6350,1611,2582,6715
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4650545,3202872,1282923,26976,64789,2366,70619
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4850858,3371442,1297408,33326,66400,4948,77334
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0400000US01,01,Alabama,95731,80484,7118,2857,779,1143,3350
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2410625,1634549,688007,13754,35795,1258,37262
est72016,"July 1, 2016",female,Female,tothisp,Total,0400000US01,01,Alabama,2506356,1715033,695125,16611,36574,2401,40612
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0400000US01,01,Alabama,109687,92201,7785,3688,865,1495,3653
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2244502,1563832,599412,13387,31269,1162,35440
est72016,"July 1, 2016",male,Male,tothisp,Total,0400000US01,01,Alabama,2354189,1656033,607197,17075,32134,2657,39093
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,205418,172685,14903,6545,1644,2638,7003
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4655127,3198381,1287419,27141,67064,2420,72702
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4860545,3371066,1302322,33686,68708,5058,79705
est72017,"July 1, 2017",female,Female,hisp,Hispanic,0400000US01,01,Alabama,98658,82861,7351,2976,790,1177,3503
est72017,"July 1, 2017",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2416253,1634367,691389,13858,37116,1347,38176
est72017,"July 1, 2017",female,Female,tothisp,Total,0400000US01,01,Alabama,2514911,1717228,698740,16834,37906,2524,41679
est72017,"July 1, 2017",male,Male,hisp,Hispanic,0400000US01,01,Alabama,112400,94418,8036,3785,885,1531,3745
est72017,"July 1, 2017",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2247436,1562485,601438,13489,32547,1184,36293
est72017,"July 1, 2017",male,Male,tothisp,Total,0400000US01,01,Alabama,2359836,1656903,609474,17274,33432,2715,40038
est72017,"July 1, 2017",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,211058,177279,15387,6761,1675,2708,7248
est72017,"July 1, 2017",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4663689,3196852,1292827,27347,69663,2531,74469
est72017,"July 1, 2017",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4874747,3374131,1308214,34108,71338,5239,81717
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19121,13423,1161,1658,511,209,2159
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,321482,214865,9811,50882,20114,3543,22267
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US02,02,Alaska,340603,228288,10972,52540,20625,3752,24426
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20128,14056,1123,1863,624,180,2282
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,349500,241529,12346,51865,17633,3730,22397
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US02,02,Alaska,369628,255585,13469,53728,18257,3910,24679
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,39249,27479,2284,3521,1135,389,4441
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,670982,456394,22157,102747,37747,7273,44664
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,710231,483873,24441,106268,38882,7662,49105
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19121,13423,1161,1658,511,209,2159
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,321486,214866,9811,50884,20115,3543,22267
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US02,02,Alaska,340607,228289,10972,52542,20626,3752,24426
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20131,14059,1123,1863,624,180,2282
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,349511,241535,12347,51866,17635,3730,22398
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US02,02,Alaska,369642,255594,13470,53729,18259,3910,24680
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,39252,27482,2284,3521,1135,389,4441
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,670997,456401,22158,102750,37750,7273,44665
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,710249,483883,24442,106271,38885,7662,49106
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19466,13644,1176,1715,523,207,2201
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,322903,215633,9850,51057,20313,3594,22456
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US02,02,Alaska,342369,229277,11026,52772,20836,3801,24657
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20579,14374,1144,1932,637,183,2309
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,351067,242346,12467,52008,17861,3784,22601
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US02,02,Alaska,371646,256720,13611,53940,18498,3967,24910
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,40045,28018,2320,3647,1160,390,4510
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,673970,457979,22317,103065,38174,7378,45057
