State,Age,2010,2011,2012,2013,2014,,,Childhood (0Ð19),,,,,Young adult (20Ð39),,,,,Middle-aged adult (40Ð64,,,,,Senior years (65Ð84),,,,,Old (>85),,,,
Hawaii,Under 5 years,"87,766","90,001","91,065","91,909","92,451",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,5 to 9 years,"83,244","83,765","85,175","86,098","85,885",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,10 to 14 years,"81,505","81,627","81,596","82,088","82,159",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,15 to 19 years,"85,787","83,312","81,229","80,046","78,717",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,20 to 24 years,"96,726","99,078","100,540","101,796","102,023",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,25 to 29 years,"97,795","99,575","101,104","102,823","103,542",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,30 to 34 years,"88,668","91,723","95,028","98,291","100,239",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,35 to 39 years,"86,312","85,071","85,567","86,883","88,667",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,40 to 44 years,"89,647","89,741","89,859","89,268","87,750",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,45 to 49 years,"95,332","93,564","91,147","89,116","87,924",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,50 to 54 years,"97,851","96,999","96,161","95,312","94,226",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,55 to 59 years,"93,502","94,379","94,917","94,873","94,770",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,60 to 64 years,"83,045","86,318","87,116","88,182","89,100",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,65 to 69 years,"59,960","63,070","68,157","72,463","75,674",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,70 to 74 years,"41,764","43,446","45,761","48,560","52,313",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,75 to 79 years,"34,485","34,300","34,146","34,709","35,532",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,80 to 84 years,"29,762","29,896","29,930","29,615","29,209",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,85 years and over,"30,666","32,458","34,274","36,006","37,529",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,collapse this categoryTotal,"1,570,912","1,583,180","1,594,673","1,610,187","1,630,391",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,Under 5 years,"121,494","119,361","116,739","114,655","113,915",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,5 to 9 years,"121,253","121,357","122,126","122,901","123,219",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,10 to 14 years,"117,313","118,689","119,443","120,691","122,372",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,15 to 19 years,"115,060","114,167","113,515","113,813","115,404",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,20 to 24 years,"108,474","110,156","111,644","112,572","112,726",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,25 to 29 years,"106,617","105,917","105,139","104,951","106,545",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,30 to 34 years,"102,700","104,625","105,562","106,861","107,535",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,35 to 39 years,"96,638","95,814","96,816","99,229","102,113",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,40 to 44 years,"95,088","96,671","97,391","97,473","97,488",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,45 to 49 years,"103,033","99,885","97,163","94,971","94,456",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,50 to 54 years,"105,192","106,108","105,492","105,151","104,469",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,55 to 59 years,"97,596","99,496","101,571","102,783","103,808",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,60 to 64 years,"84,322","89,206","90,184","92,469","94,947",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,65 to 69 years,"63,909","65,876","71,836","75,421","79,564",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,70 to 74 years,"46,654","48,841","51,497","55,376","58,233",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,75 to 79 years,"34,440","35,332","36,258","37,668","39,698",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,80 to 84 years,"25,678","25,821","26,138","26,675","27,005",,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,85 years and over,"25,451","25,858","26,159","26,527","26,894",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,collapse this categoryTotal,"12,841,196","12,862,298","12,878,494","12,890,403","12,882,438",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Under 5 years,"834,765","824,792","813,134","800,356","792,906",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,5 to 9 years,"857,426","850,505","847,023","841,412","828,182",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,10 to 14 years,"877,824","871,916","864,356","857,522","851,517",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,15 to 19 years,"920,192","907,280","890,691","874,959","860,124",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,20 to 24 years,"880,041","885,911","896,485","903,543","905,134",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,25 to 29 years,"909,791","905,154","897,820","895,275","893,886",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,30 to 34 years,"868,956","880,944","889,101","896,260","895,503",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,35 to 39 years,"851,422","830,018","822,057","824,289","829,423",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,40 to 44 years,"870,162","873,341","870,084","859,217","842,981",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,45 to 49 years,"936,166","912,300","889,761","867,959","848,121",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,50 to 54 years,"932,476","938,815","934,238","926,951","917,300",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,55 to 59 years,"812,908","831,182","850,876","867,322","877,507",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,60 to 64 years,"672,936","707,939","709,671","722,650","738,996",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,65 to 69 years,"487,999","499,474","538,498","558,916","583,914",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,70 to 74 years,"366,142","374,601","389,562","410,110","423,480",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,75 to 79 years,"289,008","289,958","293,390","299,861","307,702",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,80 to 84 years,"235,910","235,426","232,548","229,974","227,487",,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,85 years and over,"237,072","242,742","249,199","253,827","258,275",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,collapse this categoryTotal,"6,490,029","6,515,358","6,535,665","6,567,484","6,593,182",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,Under 5 years,"433,033","429,031","423,436","420,216","419,674",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,5 to 9 years,"443,817","441,617","442,511","443,609","440,343",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,10 to 14 years,"452,323","453,227","451,689","450,625","449,881",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,15 to 19 years,"474,391","468,193","459,707","457,372","455,851",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,20 to 24 years,"453,833","464,838","477,909","485,676","489,181",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,25 to 29 years,"419,334","416,565","414,261","416,039","421,520",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,30 to 34 years,"409,492","416,356","419,739","423,921","422,873",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,35 to 39 years,"414,392","402,685","397,749","398,986","403,206",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,40 to 44 years,"424,364","428,277","427,596","425,287","419,509",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,45 to 49 years,"471,674","458,070","445,251","432,637","421,350",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,50 to 54 years,"473,497","476,623","474,162","470,410","467,211",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,55 to 59 years,"421,318","430,590","439,903","447,972","452,300",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,60 to 64 years,"354,298","372,333","372,863","380,114","388,459",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,65 to 69 years,"260,116","264,696","285,843","296,862","311,598",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,70 to 74 years,"194,407","199,501","207,300","217,990","225,034",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,75 to 79 years,"151,656","152,292","153,652","156,940","161,659",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,80 to 84 years,"121,765","121,198","120,013","118,681","117,206",,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,85 years and over,"116,319","119,266","122,081","124,147","126,327",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,collapse this categoryTotal,"3,050,223","3,063,690","3,074,386","3,089,876","3,105,563",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,Under 5 years,"202,007","199,470","197,332","195,863","196,270",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,5 to 9 years,"200,839","201,779","203,679","205,558","206,120",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,10 to 14 years,"201,165","201,917","201,840","202,318","203,025",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,15 to 19 years,"216,727","216,179","213,680","213,361","213,416",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,20 to 24 years,"213,861","218,301","224,314","229,732","232,903",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,25 to 29 years,"197,785","196,450","192,940","190,780","190,965",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,30 to 34 years,"186,088","191,717","195,649","198,528","199,879",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,35 to 39 years,"176,422","173,005","173,412","177,513","182,617",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,40 to 44 years,"187,314","187,577","186,125","183,540","179,929",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,45 to 49 years,"215,021","206,912","199,364","192,609","187,731",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,50 to 54 years,"223,409","224,416","222,875","220,428","217,231",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,55 to 59 years,"205,518","208,838","211,541","214,311","215,304",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,60 to 64 years,"170,411","180,489","182,209","186,450","190,762",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,65 to 69 years,"124,732","126,287","136,559","142,373","149,380",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,70 to 74 years,"100,454","101,396","103,318","107,054","109,622",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,75 to 79 years,"83,239","83,252","83,335","84,082","85,494",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,80 to 84 years,"70,109","69,522","68,696","67,342","66,118",,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,85 years and over,"75,122","76,183","77,518","78,034","78,797",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,collapse this categoryTotal,"2,858,403","2,868,756","2,885,316","2,892,900","2,899,553",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,Under 5 years,"205,521","204,433","203,223","200,865","199,012",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,5 to 9 years,"202,617","202,906","204,412","204,716","203,764",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,10 to 14 years,"199,341","200,297","200,585","200,751","200,503",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,15 to 19 years,"204,133","203,132","200,910","199,798","199,533",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,20 to 24 years,"204,822","206,650","214,025","217,538","219,770",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,25 to 29 years,"198,177","196,616","195,006","192,123","190,893",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,30 to 34 years,"181,289","185,636","190,100","193,181","194,788",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,35 to 39 years,"171,908","169,021","169,314","171,569","174,912",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,40 to 44 years,"174,328","174,654","174,576","173,081","170,105",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,45 to 49 years,"200,330","192,134","184,108","176,278","170,512",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,50 to 54 years,"204,665","205,605","203,740","201,403","198,433",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,55 to 59 years,"183,630","187,260","191,286","193,758","194,578",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,60 to 64 years,"150,576","159,159","160,093","163,681","168,095",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,65 to 69 years,"108,285","110,545","120,285","125,723","131,542",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,70 to 74 years,"82,868","84,455","86,677","90,711","94,095",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,75 to 79 years,"69,251","68,838","68,731","69,332","70,385",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,80 to 84 years,"57,004","56,915","56,495","55,851","55,235",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,85 years and over,"59,658","60,500","61,750","62,541","63,398",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,collapse this categoryTotal,"4,347,948","4,368,505","4,383,673","4,399,121","4,410,415",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Under 5 years,"282,210","280,730","277,828","276,329","275,898",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,5 to 9 years,"282,826","282,890","284,267","284,721","282,986",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,10 to 14 years,"284,615","286,130","285,580","284,869","284,049",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,15 to 19 years,"296,302","290,593","285,664","285,128","283,953",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,20 to 24 years,"293,211","302,433","311,196","316,104","316,465",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,25 to 29 years,"285,103","281,750","279,069","278,129","281,972",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,30 to 34 years,"282,214","286,185","286,875","286,913","284,255",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,35 to 39 years,"283,837","275,890","272,534","272,456","274,176",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,40 to 44 years,"291,661","294,199","294,188","291,385","285,895",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,45 to 49 years,"322,709","315,071","307,047","298,711","290,725",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,50 to 54 years,"319,887","322,288","321,311","319,857","318,820",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,55 to 59 years,"289,651","294,719","299,903","304,730","307,144",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,60 to 64 years,"253,302","265,264","263,652","265,866","269,820",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,65 to 69 years,"186,281","189,093","204,989","213,706","224,049",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,70 to 74 years,"140,425","144,402","149,751","156,324","160,871",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,75 to 79 years,"105,491","106,671","107,795","110,658","114,117",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,80 to 84 years,"78,556","78,852","78,638","78,423","78,699",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,85 years and over,"69,667","71,345","73,386","74,812","76,521",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,collapse this categoryTotal,"4,544,871","4,574,388","4,602,681","4,626,795","4,648,797",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Under 5 years,"313,934","313,559","310,922","308,125","309,451",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,5 to 9 years,"306,374","306,843","310,415","313,824","313,898",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,10 to 14 years,"307,785","310,243","310,026","308,892","307,539",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,15 to 19 years,"324,072","312,533","305,729","301,980","299,684",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,20 to 24 years,"340,607","347,780","352,773","353,840","350,164",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,25 to 29 years,"334,248","335,877","336,786","337,284","341,248",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,30 to 34 years,"298,660","309,051","317,458","325,263","329,595",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,35 to 39 years,"276,260","272,413","273,688","278,249","285,660",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,40 to 44 years,"288,056","288,372","287,082","283,496","278,819",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,45 to 49 years,"323,759","314,829","306,069","297,548","288,985",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,50 to 54 years,"329,777","330,679","328,106","325,964","322,721",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,55 to 59 years,"294,734","301,379","308,268","313,348","315,811",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,60 to 64 years,"245,814","258,984","259,199","264,061","270,744",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,65 to 69 years,"179,322","183,073","198,403","206,903","216,668",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,70 to 74 years,"134,473","138,177","143,219","149,725","155,015",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,75 to 79 years,"102,980","103,900","105,116","107,542","110,405",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,80 to 84 years,"77,629","78,069","78,410","78,001","77,782",,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,85 years and over,"66,387","68,627","71,012","72,750","74,608",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,collapse this categoryTotal,"1,327,568","1,327,968","1,328,101","1,327,975","1,328,903",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,Under 5 years,"69,241","67,629","66,411","65,546","64,816",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,5 to 9 years,"73,855","73,356","73,018","72,382","71,396",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,10 to 14 years,"78,779","77,958","76,863","75,669","74,732",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,15 to 19 years,"87,917","86,486","84,772","82,931","81,693",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,20 to 24 years,"79,547","80,100","80,461","80,325","79,806",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,25 to 29 years,"72,793","73,650","74,172","75,154","76,864",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,30 to 34 years,"71,977","72,952","73,749","74,485","74,972",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,35 to 39 years,"78,943","75,249","73,139","72,572","72,671",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,40 to 44 years,"91,053","90,013","88,167","85,701","82,962",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,45 to 49 years,"106,965","103,271","99,661","95,685","92,303",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,50 to 54 years,"110,944","111,416","110,506","109,305","107,838",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,55 to 59 years,"102,975","104,635","106,226","107,520","107,953",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,60 to 64 years,"90,615","95,272","94,925","96,045","97,896",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,65 to 69 years,"65,488","67,424","74,057","77,902","81,991",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,70 to 74 years,"47,811","48,975","51,221","54,761","57,756",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,75 to 79 years,"38,877","39,020","39,174","39,956","40,772",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,80 to 84 years,"30,448","30,571","30,707","30,493","30,432",,,,,,,,,,,,,,,,,,,,,,,,,,,
Main,85 years and over,"29,340","29,991","30,872","31,543","32,050",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,collapse this categoryTotal,"5,788,099","5,843,115","5,891,680","5,932,654","5,970,245",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Under 5 years,"365,305","367,738","367,040","365,777","368,493",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,5 to 9 years,"366,459","366,402","369,797","372,898","373,838",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,10 to 14 years,"379,081","379,264","377,850","376,549","376,722",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,15 to 19 years,"405,601","402,781","396,978","391,559","387,288",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,20 to 24 years,"394,966","400,083","401,322","403,558","402,744",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,25 to 29 years,"395,474","402,125","408,129","412,601","415,746",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,30 to 34 years,"371,551","383,519","393,677","402,808","408,177",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,35 to 39 years,"375,470","365,331","363,596","366,951","374,230",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,40 to 44 years,"417,266","415,870","412,161","403,587","392,968",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,45 to 49 years,"460,758","453,295","445,135","434,798","423,054",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,50 to 54 years,"442,600","450,015","453,169","454,873","455,949",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,55 to 59 years,"380,555","390,210","401,847","411,594","419,893",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,60 to 64 years,"321,057","336,442","335,824","341,048","348,108",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,65 to 69 years,"228,438","235,956","256,796","268,580","281,319",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,70 to 74 years,"161,053","167,256","176,263","188,074","197,036",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,75 to 79 years,"124,624","125,740","127,467","130,542","135,364",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,80 to 84 years,"98,750","98,685","98,888","98,793","98,829",,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,85 years and over,"99,091","102,403","105,741","108,064","110,487",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,collapse this categoryTotal,"6,564,943","6,612,178","6,659,627","6,711,138","6,757,925",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,Under 5 years,"367,444","367,247","365,851","364,731","364,552",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,5 to 9 years,"384,850","382,813","381,986","380,750","376,302",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,10 to 14 years,"404,901","402,712","400,658","399,785","398,556",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,15 to 19 years,"466,134","467,143","463,973","461,115","459,176",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,20 to 24 years,"478,381","480,465","482,218","486,716","491,184",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,25 to 29 years,"444,727","456,807","468,290","478,516","487,247",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,30 to 34 years,"405,942","416,729","428,219","439,207","447,585",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,35 to 39 years,"415,339","402,526","397,403","399,421","405,048",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,40 to 44 years,"467,247","462,492","454,780","444,520","432,644",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,45 to 49 years,"514,767","506,857","497,881","487,245","475,857",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,50 to 54 years,"498,482","505,277","508,090","509,931","511,826",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,55 to 59 years,"435,757","446,496","459,313","470,886","479,958",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,60 to 64 years,"374,357","392,280","390,888","397,203","406,349",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,65 to 69 years,"266,873","276,763","303,233","317,124","333,026",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,70 to 74 years,"192,995","198,036","206,833","221,460","232,636",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,75 to 79 years,"161,990","161,085","161,371","163,296","166,837",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,80 to 84 years,"138,392","136,930","135,342","133,331","131,266",,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,85 years and over,"146,365","149,520","153,298","155,901","157,876",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,collapse this categoryTotal,"9,876,731","9,876,199","9,886,610","9,899,219","9,914,675",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Under 5 years,"594,157","586,423","578,968","574,171","573,923",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,5 to 9 years,"634,181","624,037","619,177","614,628","605,600",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,10 to 14 years,"673,337","667,746","658,983","650,668","643,846",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,15 to 19 years,"734,387","715,719","700,335","687,808","677,720",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,20 to 24 years,"673,932","698,137","721,186","734,786","740,382",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,25 to 29 years,"588,509","585,861","584,443","589,782","604,084",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,30 to 34 years,"575,198","581,617","587,006","591,206","591,231",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,35 to 39 years,"605,811","578,378","565,731","563,035","566,648",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,40 to 44 years,"663,802","661,181","652,712","639,620","622,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,45 to 49 years,"740,448","718,541","697,625","676,099","657,203",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,50 to 54 years,"764,643","763,347","754,442","743,815","735,696",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,55 to 59 years,"686,764","699,826","714,364","726,767","731,889",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,60 to 64 years,"575,216","606,809","608,525","619,200","633,382",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,65 to 69 years,"420,952","430,744","465,509","483,385","506,581",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,70 to 74 years,"307,568","315,973","331,798","353,062","367,011",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,75 to 79 years,"243,630","244,013","245,527","250,809","257,818",,,,,,,,,,,,,,,,,,,,,,,,,,,
