State,Age,2010,2011,2012,2013,2014,,,Childhood (0Ð19),,,,,Young adult (20Ð39),,,,,Middle-aged adult (40Ð64,,,,,Senior years (65Ð84),,,,,Old (>85),,,,
North Dakota,50 to 54 years,"50,211","50,205","50,133","49,977","49,170",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,55 to 59 years,"46,317","47,497","48,296","49,255","49,972",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,60 to 64 years,"36,288","38,519","39,560","41,108","42,580",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,65 to 69 years,"26,204","26,892","28,983","30,185","31,493",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,70 to 74 years,"20,818","20,849","21,026","21,780","22,523",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,75 to 79 years,"18,302","18,167","17,994","17,903","17,918",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,80 to 84 years,"15,528","15,384","15,245","14,974","14,722",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,85 years and over,"16,786","17,156","17,540","17,822","18,044",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,collapse this categoryTotal,"11,539,282","11,543,332","11,546,969","11,567,845","11,593,741",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,Under 5 years,"718,543","708,955","699,551","695,626","696,464",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,5 to 9 years,"745,256","737,834","735,397","733,183","727,680",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,10 to 14 years,"773,903","771,400","765,791","759,342","754,244",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,15 to 19 years,"821,424","805,589","788,738","779,006","772,168",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,20 to 24 years,"766,644","780,725","794,859","801,772","798,602",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,25 to 29 years,"718,754","718,169","718,074","727,610","745,814",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,30 to 34 years,"693,909","705,562","712,724","719,269","720,584",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,35 to 39 years,"712,004","683,543","670,681","670,807","678,771",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,40 to 44 years,"761,055","762,780","756,094","744,268","725,883",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,45 to 49 years,"850,229","822,448","797,176","773,629","754,167",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,50 to 54 years,"886,770","886,130","873,963","858,204","845,054",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,55 to 59 years,"791,436","806,644","824,015","839,374","846,747",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,60 to 64 years,"673,382","708,935","705,838","714,216","727,486",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,65 to 69 years,"480,332","488,263","530,833","554,581","585,149",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,70 to 74 years,"372,721","380,033","392,729","410,899","421,157",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,75 to 79 years,"296,797","296,664","298,845","305,140","312,113",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,80 to 84 years,"243,859","242,115","238,136","233,423","230,400",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,85 years and over,"232,264","237,543","243,525","247,496","251,258",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,collapse this categoryTotal,"3,759,529","3,785,232","3,815,298","3,849,840","3,875,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,Under 5 years,"264,671","265,154","264,357","265,280","265,135",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,5 to 9 years,"259,890","261,755","265,265","269,081","270,073",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,10 to 14 years,"254,540","257,659","259,828","261,472","263,308",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,15 to 19 years,"263,483","258,576","255,141","255,582","256,960",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,20 to 24 years,"270,506","276,917","284,875","288,904","288,833",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,25 to 29 years,"265,794","265,943","264,866","264,508","266,680",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,30 to 34 years,"242,550","249,584","256,576","264,397","268,136",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,35 to 39 years,"231,985","228,647","229,308","232,428","236,836",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,40 to 44 years,"228,853","232,386","234,763","235,720","234,394",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,45 to 49 years,"259,630","250,001","240,815","233,000","227,656",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,50 to 54 years,"264,817","266,058","265,129","264,115","261,922",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,55 to 59 years,"237,539","242,347","247,851","251,960","253,426",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,60 to 64 years,"206,262","214,568","212,822","215,883","220,468",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,65 to 69 years,"160,030","161,876","173,251","178,537","183,869",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,70 to 74 years,"121,709","124,427","128,395","133,750","138,186",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,75 to 79 years,"95,207","95,965","96,773","98,271","100,440",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,80 to 84 years,"69,562","69,670","69,840","70,388","70,944",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,85 years and over,"62,501","63,699","65,443","66,564","67,742",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,collapse this categoryTotal,"3,837,073","3,865,845","3,893,920","3,919,664","3,960,673",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,Under 5 years,"237,559","235,817","233,083","230,745","230,869",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,5 to 9 years,"236,946","237,140","238,944","240,259","241,076",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,10 to 14 years,"242,514","242,257","240,649","239,556","240,234",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,15 to 19 years,"253,338","248,822","246,257","243,565","243,643",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,20 to 24 years,"254,356","260,671","265,213","266,740","267,333",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,25 to 29 years,"264,746","264,402","262,392","262,285","266,750",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,30 to 34 years,"260,161","265,469","270,404","273,936","277,342",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,35 to 39 years,"250,403","247,499","249,583","254,049","259,973",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,40 to 44 years,"249,481","254,855","257,571","257,642","256,244",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,45 to 49 years,"261,601","254,649","248,949","244,999","245,400",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,50 to 54 years,"275,877","274,643","271,432","268,041","265,220",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,55 to 59 years,"274,148","276,048","277,346","276,017","273,433",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,60 to 64 years,"239,087","252,896","253,833","259,428","265,032",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,65 to 69 years,"171,412","177,893","195,931","206,471","218,690",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,70 to 74 years,"121,497","127,029","133,829","144,087","152,553",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,75 to 79 years,"91,612","92,566","94,609","97,671","102,240",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,80 to 84 years,"73,982","73,352","72,770","72,235","72,086",,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,85 years and over,"78,353","79,837","81,125","81,938","82,555",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,collapse this categoryTotal,"12,711,063","12,742,811","12,768,034","12,778,450","12,790,341",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,Under 5 years,"729,083","725,473","720,992","714,936","714,465",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,5 to 9 years,"752,239","749,133","749,226","747,227","741,291",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,10 to 14 years,"789,610","784,856","777,851","772,225","767,968",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,15 to 19 years,"901,420","885,316","867,102","850,499","837,046",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,20 to 24 years,"876,417","887,924","893,432","891,338","880,641",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,25 to 29 years,"785,407","799,101","811,368","825,628","843,973",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,30 to 34 years,"733,810","752,200","768,787","781,967","790,206",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,35 to 39 years,"757,760","728,900","717,110","717,320","724,989",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,40 to 44 years,"849,324","844,304","831,197","811,113","785,877",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,45 to 49 years,"951,761","926,514","902,912","878,294","854,166",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,50 to 54 years,"984,970","986,654","975,501","960,365","948,146",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,55 to 59 years,"884,679","904,058","923,746","939,435","947,389",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,60 to 64 years,"751,680","789,942","787,017","799,878","818,756",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,65 to 69 years,"554,970","565,028","613,288","635,615","664,396",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,70 to 74 years,"427,757","434,623","449,126","473,220","488,553",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,75 to 79 years,"360,519","356,081","354,314","358,058","364,077",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,80 to 84 years,"311,389","307,555","301,907","293,388","286,699",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,85 years and over,"308,268","315,149","323,158","327,944","331,703",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,collapse this categoryTotal,"1,053,169","1,052,154","1,052,761","1,052,784","1,054,782",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Under 5 years,"57,282","56,408","55,722","54,983","54,878",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,5 to 9 years,"60,373","60,056","59,528","58,863","57,736",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,10 to 14 years,"63,580","62,770","61,918","61,316","60,805",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,15 to 19 years,"79,643","77,759","76,563","74,915","74,233",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,20 to 24 years,"82,634","83,799","83,831","82,800","81,971",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,25 to 29 years,"66,049","66,695","67,975","69,807","72,257",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,30 to 34 years,"61,536","62,864","64,080","65,225","66,239",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,35 to 39 years,"63,160","60,582","59,455","59,445","59,922",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,40 to 44 years,"72,756","71,447","69,523","67,405","65,130",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,45 to 49 years,"81,032","79,009","76,874","75,062","73,027",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,50 to 54 years,"81,103","81,386","81,015","80,137","79,531",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,55 to 59 years,"71,238","73,124","75,205","76,709","77,557",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,60 to 64 years,"60,393","62,616","62,054","63,332","64,912",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,65 to 69 years,"43,183","44,670","48,755","50,376","52,646",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,70 to 74 years,"31,200","31,902","33,279","35,521","37,185",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,75 to 79 years,"26,472","26,051","26,105","26,263","26,599",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,80 to 84 years,"24,505","23,775","23,030","22,289","21,690",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,85 years and over,"27,030","27,241","27,849","28,336","28,464",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,collapse this categoryTotal,"4,635,834","4,672,744","4,719,009","4,765,862","4,824,758",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Under 5 years,"301,642","298,873","294,751","290,518","289,522",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,5 to 9 years,"295,713","296,324","301,063","304,879","307,810",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,10 to 14 years,"297,921","300,673","302,278","303,342","304,764",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,15 to 19 years,"327,041","318,644","313,402","310,400","310,606",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,20 to 24 years,"334,638","343,320","351,172","354,457","352,731",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,25 to 29 years,"304,562","303,839","305,007","309,129","319,308",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,30 to 34 years,"289,339","295,129","298,855","303,182","305,899",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,35 to 39 years,"294,880","285,551","283,042","283,968","288,196",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,40 to 44 years,"304,980","307,695","309,860","309,591","306,781",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,45 to 49 years,"332,287","327,123","321,524","315,735","310,756",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,50 to 54 years,"327,624","331,224","332,424","334,290","337,852",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,55 to 59 years,"304,900","310,279","317,061","322,678","327,255",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,60 to 64 years,"283,085","295,577","293,235","296,398","302,758",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,65 to 69 years,"217,348","224,746","245,336","257,068","270,594",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,70 to 74 years,"155,115","162,219","171,488","184,234","195,076",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,75 to 79 years,"113,955","117,430","120,505","124,684","129,559",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,80 to 84 years,"79,351","80,546","82,052","83,306","85,276",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,85 years and over,"71,453","73,552","75,954","78,003","80,015",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,collapse this categoryTotal,"816,227","823,338","832,576","842,513","849,455",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,Under 5 years,"59,800","59,956","59,719","60,130","60,677",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,5 to 9 years,"55,825","56,956","58,582","60,033","60,234",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,10 to 14 years,"54,021","54,149","54,283","55,131","55,997",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,15 to 19 years,"57,812","57,750","57,113","56,707","56,712",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,20 to 24 years,"57,572","58,140","59,536","60,603","60,719",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,25 to 29 years,"55,694","55,866","56,053","56,164","56,274",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,30 to 34 years,"50,339","52,149","53,838","55,513","56,300",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,35 to 39 years,"45,715","45,575","46,306","47,571","48,938",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,40 to 44 years,"47,290","47,338","47,578","47,276","46,728",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,45 to 49 years,"57,048","54,494","52,491","50,178","48,366",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,50 to 54 years,"59,437","59,778","59,795","59,533","58,789",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,55 to 59 years,"54,643","56,002","57,330","58,189","58,490",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,60 to 64 years,"44,222","47,472","49,130","51,125","52,960",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,65 to 69 years,"32,130","32,906","35,674","37,732","40,299",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,70 to 74 years,"25,674","25,648","26,114","27,478","28,483",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,75 to 79 years,"21,662","21,581","21,436","21,437","21,648",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,80 to 84 years,"18,021","17,959","17,785","17,688","17,349",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,85 years and over,"19,322","19,619","19,813","20,025","20,492",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,collapse this categoryTotal,"6,355,882","6,396,281","6,450,632","6,490,795","6,540,007",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Under 5 years,"407,099","403,602","402,601","399,904","400,535",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,5 to 9 years,"411,833","411,858","414,983","417,989","418,242",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,10 to 14 years,"419,329","421,709","422,363","422,103","421,715",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,15 to 19 years,"435,002","427,137","421,562","417,793","417,313",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,20 to 24 years,"428,914","441,236","455,012","461,000","462,315",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,25 to 29 years,"417,771","417,353","419,888","423,344","434,842",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,30 to 34 years,"408,070","414,990","420,602","424,577","426,551",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,35 to 39 years,"420,596","407,163","402,860","402,127","405,526",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,40 to 44 years,"431,304","437,066","440,229","439,427","433,239",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,45 to 49 years,"466,260","458,328","449,407","438,914","431,634",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,50 to 54 years,"459,925","462,656","462,457","462,883","464,844",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,55 to 59 years,"417,498","426,041","436,090","442,832","446,113",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,60 to 64 years,"373,929","389,822","385,585","388,024","394,390",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,65 to 69 years,"282,079","288,157","312,061","324,667","339,073",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,70 to 74 years,"207,773","213,752","223,125","236,042","245,591",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,75 to 79 years,"155,215","158,339","160,762","165,138","170,644",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,80 to 84 years,"112,460","113,763","115,013","115,616","116,525",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,85 years and over,"100,825","103,309","106,032","108,415","110,915",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,collapse this categoryTotal,"25,241,648","25,644,424","26,078,327","26,479,279","26,954,436",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Under 5 years,"1,929,743","1,935,932","1,935,462","1,936,629","1,959,182",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,5 to 9 years,"1,930,855","1,947,825","1,974,486","1,998,175","2,013,648",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,10 to 14 years,"1,888,643","1,918,989","1,942,214","1,968,155","1,996,287",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,15 to 19 years,"1,883,389","1,881,855","1,883,475","1,893,891","1,914,209",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,20 to 24 years,"1,827,203","1,871,389","1,926,390","1,961,384","1,992,517",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,25 to 29 years,"1,858,578","1,881,125","1,903,079","1,925,170","1,970,022",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,30 to 34 years,"1,771,960","1,820,378","1,870,988","1,919,575","1,963,075",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,35 to 39 years,"1,762,326","1,749,228","1,757,167","1,775,819","1,812,399",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,40 to 44 years,"1,703,702","1,747,993","1,787,056","1,808,704","1,823,315",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,45 to 49 years,"1,757,791","1,738,592","1,720,344","1,705,086","1,705,675",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,50 to 54 years,"1,682,725","1,712,915","1,732,266","1,746,828","1,760,428",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,55 to 59 years,"1,435,405","1,483,810","1,538,683","1,579,713","1,616,647",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,60 to 64 years,"1,188,366","1,250,644","1,264,333","1,296,648","1,338,603",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,65 to 69 years,"859,889","890,431","970,200","1,020,653","1,071,986",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,70 to 74 years,"624,345","647,338","675,881","716,318","754,933",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,75 to 79 years,"478,730","488,505","498,568","512,725","528,629",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,80 to 84 years,"349,277","355,645","361,760","366,436","372,043",,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,85 years and over,"308,721","321,830","335,975","347,370","360,838",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,collapse this categoryTotal,"2,775,260","2,815,430","2,854,222","2,899,961","2,938,671",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,Under 5 years,"264,315","262,407","258,418","256,069","253,861",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,5 to 9 years,"250,345","253,761","257,539","260,505","260,759",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,10 to 14 years,"229,465","234,973","239,217","244,660","248,941",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,15 to 19 years,"220,376","218,209","218,385","222,197","225,123",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,20 to 24 years,"227,859","234,859","242,343","247,309","248,616",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,25 to 29 years,"228,696","222,954","216,658","213,938","215,513",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,30 to 34 years,"217,694","223,000","225,661","226,906","225,403",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,35 to 39 years,"179,692","184,353","192,113","201,169","209,164",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,40 to 44 years,"155,540","161,941","166,758","171,463","175,473",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,45 to 49 years,"154,473","151,708","150,096","149,036","150,649",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,50 to 54 years,"152,644","154,719","155,294","155,656","155,167",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,55 to 59 years,"134,375","138,753","143,176","146,500","148,640",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,60 to 64 years,"108,650","115,545","117,824","122,285","127,095",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,65 to 69 years,"80,085","82,572","89,933","94,474","99,572",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,70 to 74 years,"59,205","61,253","64,112","68,445","72,467",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,75 to 79 years,"46,010","47,065","48,170","49,683","51,285",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,80 to 84 years,"34,572","35,069","35,536","35,967","36,409",,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,85 years and over,"31,264","32,289","32,989","33,699","34,534",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,collapse this categoryTotal,"625,842","626,210","625,606","626,044","625,665",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,Under 5 years,"31,957","31,530","30,978","30,644","30,656",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,5 to 9 years,"34,517","34,163","34,059","33,675","32,963",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,10 to 14 years,"37,493","36,996","36,308","35,766","35,203",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,15 to 19 years,"46,120","46,034","45,378","44,669","44,059",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,20 to 24 years,"43,899","44,032","44,506","45,411","46,312",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,25 to 29 years,"35,466","35,505","35,422","35,608","35,572",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,30 to 34 years,"34,308","35,089","35,518","36,014","36,214",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,35 to 39 years,"35,953","34,412","33,790","33,949","34,086",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,40 to 44 years,"41,819","41,158","40,088","38,910","37,395",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,45 to 49 years,"49,677","47,521","45,653","43,620","42,027",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,50 to 54 years,"52,489","52,377","51,590","50,571","49,467",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,55 to 59 years,"48,909","49,481","50,112","50,518","50,697",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,60 to 64 years,"41,696","44,072","44,091","44,684","45,402",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,65 to 69 years,"29,613","30,529","33,471","35,031","36,865",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,70 to 74 years,"20,352","21,285","22,302","24,092","25,368",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,75 to 79 years,"15,941","16,021","16,133","16,495","16,885",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,80 to 84 years,"12,772","12,796","12,732","12,647","12,542",,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,85 years and over,"12,861","13,209","13,475","13,740","13,952",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,collapse this categoryTotal,"8,025,206","8,107,548","8,188,656","8,261,689","8,316,902",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Under 5 years,"510,450","511,867","511,589","510,510","511,371",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,5 to 9 years,"512,405","514,663","519,357","522,862","519,512",,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,10 to 14 years,"512,250","516,410","518,627","520,688","522,662",,,,,,,,,,,,,,,,,,,,,,,,,,,
